,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
346,346,ccguy67,South-South  Zonal Director AtikuKawai Media Group. Back-up account @CollinsYoung,"Rivers, Nigeria",525,710,4145,11,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Good morning !😁🚶‍♀️

Cc: @PrettieAdiela https://t.co/YckVoAcJ54"
347,347,ccguy67,South-South  Zonal Director AtikuKawai Media Group. Back-up account @CollinsYoung,"Rivers, Nigeria",525,710,4145,10,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Argue at your own peril&amp;from a safe distance😒.
Good morning !😁🚶‍♀️ https://t.co/coWrkAtHbU"
348,348,DokunOjomo,"#Enough Talk
#Let us Fix Nigeria","Lagos, Nigeria",2196,42595,66455,10,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Argue at your own peril&amp;from a safe distance😒.
Good morning !😁🚶‍♀️ https://t.co/coWrkAtHbU"
349,349,ahmadus64620351,"Proudly babur tribe
Bless with Islam
Luv mama so much&dad is my hero
Student @universty of maiduguri
Live in 777 housing estate",Nigeria,533,179,1031,10,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Argue at your own peril&amp;from a safe distance😒.
Good morning !😁🚶‍♀️ https://t.co/coWrkAtHbU"
350,350,cooldejay,"Loving,caring passionate,kind,easy going and gentle man. As the way of the sun 🌞remains 💛 so shall will be victorious.","Osun, Nigeria",531,159,3201,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/mcTyLnos8J
351,351,YemiiOke,#FacilityManager ¦¦ #EstateConsultant ¦¦ #Politics ¦¦ #Environmentalist ¦¦ #BarçaFan ⚽️ ¦ #JesusDisciple,Testimony Hauz,784,1378,96473,10,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Argue at your own peril&amp;from a safe distance😒.
Good morning !😁🚶‍♀️ https://t.co/coWrkAtHbU"
352,352,PrettieAdiela,"Woman In Politics| Historian | Educator | Communications Expert / Digital Media Consultant to Atiku Abubakar | Gender Advocate | Abike,Her Royal Sweetness.👑❤️",,1200,5872,18916,10,"P O L I T I C S !

Point To Note: 
- This Contest; 2023 Presidential election is between APC&amp;PDP.
- There is power in the umbrella,☂️, Tinubu acknowledged it by touching the PDP logo on H.E @atiku 's chest.

Argue at your own peril&amp;from a safe distance😒.
Good morning !😁🚶‍♀️ https://t.co/coWrkAtHbU"
353,353,tracknewsng,TrackNews is a leading News site with a primary focus on Nigeria and world 🌏 News in general. This is an independent News Organization. 07010000762,Nigeria,448,1052,46218,0,2023: Melaye Reveals PDP’s ‘Spiritual Strategy’ For Atiku To Win Election https://t.co/d27vLQflMt
354,354,BashiruOlawoye,"Kindly subscribe my channel to support me and also watch a couple of my videos plus like, share and comment on the video you watch @ https://t.co/lBPflC","Ohio, Columbus",5781,8905,7075,0,OkunlolaO: 2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/RFRgloxOQC
355,355,Newsmond1,"Trending News. Shocking News.
Just be informed with the right information.",Online,147,221,122550,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/wbFnRpgnuD
356,356,OkunlolaO,"Kindly subscribe to my channel to support me and also watch a couple of my videos plus like, share and comment on the videos you watched.","San Francisco, CA",5738,17544,27164,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/1kYR8Phyk0
357,357,NaijaNews,"Follow Naija News for the latest news in politics, entertainment, sports & business 📧 newsroom@naijanews.com 📞 +2348105655605","Lagos, Nigeria",44,43245,118771,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/Kpl1M5aRaM via @NaijaNews #NaijaNews
358,358,JoshuaOgunsile,Journalist at @NaijaNews | Affiliate Marketer | Freelancer and Singer | @Lfc #YNWA,Nigeria,573,1338,16735,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/ndPAXtOaLx
359,359,oshogweogbolu,"Journalist | Content Writer | Digital Media Strategist |New Media Influencer | Proofreader and Editor @naijanews
Likes, RTs ≠ Approval",Nigeria,1009,1369,60544,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/4DAsSghIXn
360,360,MrEnioluwa,"Assistant Editor @NaijaNews 
| Musician
| Industrial Psychologist and lots more.
- I Am Open To Ideas (Let's Build Together)
@adeniyidamilola2@gmail.com",Nigeria,582,1194,69379,0,2023: Melaye Reveals ‘Spiritual Strategy’ By PDP For Atiku To Win Election https://t.co/yzVEtcjVbN
361,361,plot431,#businessman #author #Obidient,,13956,14627,144040,0,"Perhaps @atiku may not make it to 2023 Presidential election as the PDP candidate.
Keep tuned"
362,362,Ikejapanorama,Cinematographer/Publisher. “It is literally true that you can succeed best and quickest by helping others to succeed.”,Lagos,405,214,19995,0,"2023 Presidential Election: APC, LP knock Atiku over anti-Yoruba, Igbo comments https://t.co/Vg2HHwqUGW 
The presidential candidate of the Peoples Democratic Party (PDP), Atiku Abubakar, has received backlash from the All Progressives Congress (APC) and the Labour Party over h.."
363,363,NdidiamakaDani1,,,150,99,1726,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
364,364,valochristus,"I am an easy going person,gentle and humble,ready to serve not to be served",,3779,1152,12726,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
365,365,yunuss4327,"Nigerian,
Notherner,
Hausa/Fulani,
musleeem,
Good Governance advocate,
Freedom fighter,
student of both formal and informal education,
Proudly Abusite 💪💪💪","Jos, Nigeria",1619,368,2336,0,"@IAOkowa No matter what, the kadalites will remain steadfast to ensure PDP winning the forthcoming election in the state insha Allah.
Atiku/okowa na kowa 2023"
366,366,Nigerianey,Unbiased news/information in and around Nigeria since 2011 | https://t.co/0oK0p7MOxe,Lagos Nigeria,486,8683,130788,0,"Like 2019, Kaduna will give me highest number of votes in 2023– Atiku
----
Atiku Abubakar, presidential candidate of the Peoples Democratic Party (PDP), says he will get the highest number of votes from Kaduna in the 2023 presidential election.
READ HERE- https://t.co/xfrdhkn1vl"
367,367,mimam001,I'm a Muslim an Indigene of Zamfara State where farming is Our pride a Citizen of Nigeria🇳🇬 interested in Politics and World news Member of #Atikukawai MG,"Zamfara, Nigeria",666,3087,12167,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
368,368,OG_Dreamville,"Allahumma barik alayhi 
 Retweet ≠ Endorsement

Allahummah inni aoozubikah min fitanatil Dajjal","Dreamville, Nigeria",2397,2826,137379,3,"PDP's Atiku Abubakar Shuts Down The Ranchers Bees Stadium, In Kaduna, Today, As He Continues His Mega 2023 Presidential Election Campaign... https://t.co/uOVRTCklZq"
369,369,Salysu,"Publisher, Page 36 |
Partner, ASN & Associates","Abuja, Nigeria",1748,1583,302427,3,"PDP's Atiku Abubakar Shuts Down The Ranchers Bees Stadium, In Kaduna, Today, As He Continues His Mega 2023 Presidential Election Campaign... https://t.co/uOVRTCklZq"
370,370,page36news,Page 36 is a credible Nigerian online news media; we deliver trending Nigerian news to our readers around the world. Our goal is to reduce fake news in Nigeria,Nigeria,5461,20471,316077,3,"PDP's Atiku Abubakar Shuts Down The Ranchers Bees Stadium, In Kaduna, Today, As He Continues His Mega 2023 Presidential Election Campaign... https://t.co/uOVRTCklZq"
371,371,page36news,Page 36 is a credible Nigerian online news media; we deliver trending Nigerian news to our readers around the world. Our goal is to reduce fake news in Nigeria,Nigeria,5461,20471,316077,3,"PDP's Atiku Abubakar Shuts Down The Ranchers Bees Stadium, In Kaduna, Today, As He Continues His Mega 2023 Presidential Election Campaign... https://t.co/uOVRTCklZq"
372,372,CInternationalM,Welcome to the Official Twitter Page of The Chronicles International Media... Where Technology is at a reach...,"Asaba, Nigeria",231,247,4229,0,@IAOkowa @atiku Winning is sure for PDP come 2023 election... #atikuokowa2023🇳🇬 is the Unifiers we need to restore peace and unity in Nigeria. 🙌🙌
373,373,kebsybog,#ACCOUNTANT #Husband 👫 / #Daddy 👨‍👧Jemima ❤ #Somewhere in 🇳🇬 #OduduwaNation /Lover of God.,Nigeria,2870,2721,36792,0,"@MrTomide JUST IN: the Apc presidential candidate in the February 2023 presidential election,Bola Tinubu and the Pdp presidential candidate Atiku Abubakar have just met at the VIP lounge of the Abuja airport this evening."
374,374,EmmanuelAkind17,"Christophilic (lover of Christ), Ecophilic (lover of nature) & OBIdiently looking forward to a New Nigeria",Nigeria,462,309,8196,0,"@mr_ochonogor @atiku The first runner-up position is between Atiku and Tinubu. The winner of the 2023 Presidential election is already decided, thanks to the bad choices of the PDP and the APC."
375,375,breakingnewsni1,Get the latest unbiased #breaking  #Nigerian news on our page. Feel free to share or submit any news around you to us via our email at https://t.co/z9PcMJ7mmw,"Abuja, Nigeria",969,527,3372,0,"Spokesperson of the Atiku Campaign Organisation, Kola Ologbondiyan has boasted that the success of the PDP rally in Kaduna State is a pointer that the former Vice President will win the next election.Ologbondiyan Claimed the overwhelming acceptance of

https://t.co/GDYDGkk4CD https://t.co/FEthXWAB6c"
376,376,Naijapals,Naija News and Celebrity Gossip in Nigeria. Nigeria's biggest music and Nollywood Nigerian movie website,"Lagos, Nigeria",824,151050,364147,0,"PDP's Candidate, Atiku Reveals The State That Will Give Him The Highest Votes in 2023 Election https://t.co/0sT9jxfz3X"
377,377,NEkpatt,,,56,6,686,0,"@GovWike My advice sheath the sword.2023 is here,if Atiku eventually win this election .Hmmmmmn. If pdp loses,what will be left of pdp .why destabilise the party .Is it that you won’t be in the party again after the election.Pls think o and the other governors pls think well"
378,378,uspakie10,"librarian and interior designer
self reliance “#EarnOnBybit”","Kaduna, Nigeria",1217,253,7792,2,"Bola Tinubu, the All Progressives Congress (APC) presidential candidate, has asked his Peoples Democratic Party (PDP) counterpart Atiku Abubakar to step down and endorse him (Tinubu) ahead of the February 2023 presidential election.  #APC #Atiku #Tinubu

https://t.co/5TMRUZIvzT https://t.co/6gwBDy98A5"
379,379,its4henry_,may God bless Nigeria,"Egbeda, Nigeria",1111,459,14777,2,"Bola Tinubu, the All Progressives Congress (APC) presidential candidate, has asked his Peoples Democratic Party (PDP) counterpart Atiku Abubakar to step down and endorse him (Tinubu) ahead of the February 2023 presidential election.  #APC #Atiku #Tinubu

https://t.co/5TMRUZIvzT https://t.co/6gwBDy98A5"
380,380,africabnn,Breaking news network across Africa and the globe - Break-N News Africa (Biggest Africa News Coverage),,64,1983,5868,2,"Bola Tinubu, the All Progressives Congress (APC) presidential candidate, has asked his Peoples Democratic Party (PDP) counterpart Atiku Abubakar to step down and endorse him (Tinubu) ahead of the February 2023 presidential election.  #APC #Atiku #Tinubu

https://t.co/5TMRUZIvzT https://t.co/6gwBDy98A5"
381,381,martinskjnr,There are no two fingerprints alike in the whole world. That's the definition of my uniqueness.,Nigeria,1086,787,18470,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
382,382,IBAHMAD7,,"Yobe, Nigeria",250,23,281,5,"As the 2023 presidential election draws nearer, the Association of Northern Traders (ANT) has expressed support for the Peoples Democratic Party (PDP) presidential flag bearer, Atiku Abubakar and his running mate, Ifeanyi Okowa

•••

This is Structure!
These are the VOTES! https://t.co/OIJuSTylQJ"
383,383,Festeelo2,,,130,113,3433,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
384,384,happyone_01,GOD,,58,81,3459,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
385,385,ucheAniagoh,Continuous Learner | #AYPY | #MBT | #NFNM,Account started: 22/09/22,967,1035,2926,0,"Don't be quick to fall for APC lies again

Remember that PDP and APC have failed Nigerians and by presenting Atiku/Tinubu is a big insult to Nigerians after 23+ years of suffering

Vote Peter Obi of LP for a better Nigeria come 2023 Presidential election"
386,386,Obinna_231,"Psychonautic sometimes, other times down to earth. Rants in EN/PIDGIN/IGBO/Sarcasm/Humor.",Ogbe! ,999,1025,86588,1,"Atiku Abubakar has been described as a tribal bigot by the APC flagbearer, Bola Ahmed Tinubu.

Tinubu called the Adamawa-born politician Atiku a bigot over a comment he made ahead of the 2023 election.

https://t.co/SLnTxDvAKm"
387,387,VincentOgbonn17,Incredibly Smart and Emotionally Stable,,2294,498,3219,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
388,388,anamafalda1992,,,6,483,540382,0,"2023 election: Atiku exposed, says northerners should not vote for Yoruba or Igbo candidate https://t.co/FnKuSGOsuD #newspapers #feedly"
389,389,obinna_ezeike,,,215,442,25215,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
390,390,ABBASFAVOR,"Software Engineer | Business Developer |
Forensic Researcher. Die Hard Chelsea supporter.",Lagos Nigeria,1331,626,17808,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
391,391,JnrDremo,"footballer//

True Believer of Jesus Christ ♥️♥️//

  #Gunnersforlife♥️♥️",somewhere,395,596,13348,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
392,392,EzeOguejiofor,Writer || DeFi Advocate || Crypto Enthusiast ||,"Lagos ,Nigeria",3380,2060,11559,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
393,393,1_and_only_nigs,"love God above all tins
football lover
straightforward is simple
life is simple","Lagos, Nigeria",736,235,5790,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
394,394,legitngnews,"https://t.co/Ml3CDJFe7t (ex https://t.co/fjFdORFeaB) – leading the way. We cover politics, business, sports, entertainment news&more to enrich Nigerians’ lives.","Lagos, Nigeria",4535,982365,320291,1,"Atiku Abubakar has been described as a tribal bigot by the APC flagbearer, Bola Ahmed Tinubu.

Tinubu called the Adamawa-born politician Atiku a bigot over a comment he made ahead of the 2023 election.

https://t.co/SLnTxDvAKm"
395,395,EmmaMaria6,"Biologist, Arsenal fan and a Lover of Christ and his most Holy Mother, Mary.",,1668,448,23702,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
396,396,VOkhitoya,I am a man of integrity who love creating funs to making people happy.,,10,1,132,0,"@renoomokri Nigerians should watch Atiku. Immediately after his failure in 2023 general election he will run back to Dubai until 2027 Election, and may be he will come back and dump the PDP for APC as his manner used to be."
397,397,bechiny,"A not perfect God and all humans lover, who appreciates the diversity and funny side of creation... Together we will make the world great again.",,3041,1153,36994,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
398,398,Afrocentricsage,"Agricultural consultant, progressive pan- africanist, political analyst, social commentator, a lover of God and the people.","Asaba, Nigeria",1031,475,10908,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
399,399,PVibesKennel,Igbo to the Core @PawsitiveVibeskennel we are all about your dogs and pets.,Nigeria,5370,4920,12624,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
400,400,Dee_Real_Drizzy,I write and Play chess.  Welcome  ❤. Check out @WhyDoIWrite_ for my writings,,434,481,94833,2,"Tinubu Vs Atiku: Like a big wrestling or boxing duel, two of the three major candidates in the 2023 presidential election, Atiku Abubakar (PDP), and Bola Ahmed Tinubu of the ruling (APC), are squaring up for dirty fight that exposes each other’s political underbelly."
401,401,DlawChambers_88,honesty is the best policy...,"Lagos, Nigeria",4754,1933,19059,1,"2023 election is not just an election between PDP and APC. It as an election between recession and progress, between tyranny and democracy, between hunger and prosperity. The Atiku/Okowa mandate will rebirth an era of visible prosperity for all. 

#AtikuOkowa2023 
#AtikuKawai https://t.co/9ZLf4zVv1q"
402,402,noahbobo77,"I'm Oluwafemi Noah, Accountant of Sonatola Technical Services Limited Company.","Lagos, Nigeria",976,201,7168,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
403,403,PB_Africa,"Africa's leading multimedia platform for Business Intelligence, Policy & market-moving news",Nigeria,74,253,2588,2,"Tinubu Vs Atiku: Like a big wrestling or boxing duel, two of the three major candidates in the 2023 presidential election, Atiku Abubakar (PDP), and Bola Ahmed Tinubu of the ruling (APC), are squaring up for dirty fight that exposes each other’s political underbelly."
404,404,uchevictors,"Mechanical Engineer, Data Analist","Nova Scotia, Canada",1857,861,14726,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
405,405,Amibae07,,,398,685,14342,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
406,406,Amosreal4,"Advocate of good leadership 💯||
Funny 🤣😂||
Open to legit business|",,406,174,631,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
407,407,Innocent_ATom,Love life | Agent of Positive Change | ASL Sign Language Interpreter | Agro-entrepreneur | Disability friend.,,847,483,5771,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
408,408,Ibrahimardo1,"A Bonafide Politician. Business Man. Stands for Justice. Committed to Transparency and Accountability. Deputy State Director AtikuKawai Media Group, Adamawa.",Temporary Residence (Duniya).,776,780,4531,1,"2023 election is not just an election between PDP and APC. It as an election between recession and progress, between tyranny and democracy, between hunger and prosperity. The Atiku/Okowa mandate will rebirth an era of visible prosperity for all. 

#AtikuOkowa2023 
#AtikuKawai https://t.co/9ZLf4zVv1q"
409,409,EveryWia,Sharing OBIdient info. This user belongs to #PeacefulDepartment. Every Nigerian must be OBIdient before Feb. 2023,"Abuja, Nigeria",106,2029,1052,8,"BREAKING: Our incoming President Mr Peter Obi will appear at a meeting by Arewa Joint Committee today, Oct 17th, 2023
Time : 3pm prompt.

Labour Party • Tinubu • Nigeria • Politics • APC • PDP • Campaign • Dino • Atiku • BAT • Election • Datti • OBIdients • ObiDatti https://t.co/T9FXzlU9xx"
410,410,ChiomaP2,I'm a lady who loves God.Student,,515,551,5990,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
411,411,eyhonesty,"I am what God says I am. An Administrator, a Realist, an Alternate Identifier & Cinematographer.🤠","Calabar, Nigeria",2523,682,8234,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
412,412,EqConcepts8,"I am a Photographer/Vidoegrapher, an Administrator, Leader & Career couch, an Optimist.","Calabar, Nigeria.",3852,1118,20839,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
413,413,OladibuF,Contact me for Industrial Plant Mechanic || Automation || Installation all machine || Industrial Generator || Putzmeister concrete Pump || Conveyor Vulcanizer,"Lagos, Nigeria",401,94,3146,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
414,414,lonislambert,,,2525,1214,26652,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
415,415,Forever_Rayyan,Activist | Comitted to an accountable Nigeria Gov with a redefining focus on people centred policies. | @atiku Presidential Media Team.,The People’s House ,1957,25247,256537,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
416,416,NwabunwanneAni1,"B.pharm, MBA,PhD student, Political commentator",Nigeria,3107,1475,14018,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
417,417,iphyuche,Am a goal getter. I love God and everything about him,,642,719,8317,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
418,418,omotayo_winners,"A Political observer, An Economic and social commentator, A Government critic, An Opinion leader.",Lagos,362,67,1946,0,"@HAHayatu And PDP shot itself on the head at their Presidential primary election, by choosing Atiku, a northerner to succeed Buhari after 8yrs of disaster. 
A Wike ticket would have been a sure bet to return PDP to power in 2023."
419,419,legitngnews,"https://t.co/Ml3CDJFe7t (ex https://t.co/fjFdORFeaB) – leading the way. We cover politics, business, sports, entertainment news&more to enrich Nigerians’ lives.","Lagos, Nigeria",4535,982365,320291,0,"PDP crisis gets messier and Atiku’s fate hanging.

This is as the governor of Rivers state, Nyesom Wike has declared that the Peoples Democratic Party cannot win the 2023 presidential election if he leaves the party.

https://t.co/SMeggvnWZk"
420,420,EtinosaAnthony,"❤_ 生活 

♻Tech. ||Music. ||Food. ||Graphics. 

||.Computer Science📚

I sell gadgets and ringlights 💡",Arrakis🔆,1911,1369,50060,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
421,421,olufemmy_,Pragmatism,"Ibadan, Nigeria",1201,344,7820,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
422,422,mrmar40,,Nigeria,1491,261,2523,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
423,423,guanlikemad,,"Lagos, Nigeria",748,297,4322,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
424,424,atndaily,"Africa Today News, New York is a news-web portal that brings to you unbiased and daily reportage of socio-political events, entertainment and holistic news.","New York, USA",1,286,21306,0,"Ahead of the 2023 general election, the presidential candidate of the APC, Bola Tinubu, on Sunday informed the people of Ekiti to totally reject the candidate of the PDP, Atiku Abubakar and this of the Labour Party 

Read More: https://t.co/fjRiU8CoqH"
425,425,Dizasta1250,,,2422,2409,10755,16,"The PDP Presidential candidate equally met the  Atiku Support Group Collegiate Management Council and members of the Nortwest Business Council which according to their leader Bappayo, promised to ensure the victory of Atiku in the  2023 presidential election,…"
426,426,jollynony,"Dedicated to helping elect Peter Obi and Yusuf Baba-Ahmed.

numero.umbre@outlook.com",Middle Earth ,217,2132,5081,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
427,427,_VenusFlake,Human Rights Activist. #PeterObi #LabourParty. Lover of Yahweh. I'm a Catholic🇻🇦. I strongly believe in a world without Nuclear Weapons.,Nigeria,169,39,1040,21,Good morning Nigeria. Do you know that the presidential candidate of the PDP in the 2023 election @atiku does not mean well for Nigeria's fragile unity. We must stand against a candidate who thinks a section of Nigeria needs the presidency more than others. #VotePeterObi2023
428,428,ri_edi,"Accounting services, Tax consulting, HR Outsourcing and Consulting TeamAce Limited",Lagos Nigeria,4957,914,22102,20,"For this 2023 presidential election, I stand firmly with @Atiku Abubakar and @PDP because they have all it takes to fix this country for good... If my decision hurts you, kindly detach yourself..."
