,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
171,171,Emman93151732,,,1461,229,1239,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
172,172,Olahmy02,Life they say e no balance but I'm BLESSED. * Aquarius♒ gang 💥 * Construction Engineer 😎 * @arsenal Fan #COYG * @cristiano🐐// #GTID // Fc 💯,Nigeria,3901,3913,142755,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
173,173,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@Osemenor_Ighedo @Tested_Ceriouz 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQkCWn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
174,174,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@NMoviesPlanetT1 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQkCWn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
175,175,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@jadesolar_01 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQkCWn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
176,176,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@Dynast598084681 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQBFYn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
177,177,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@SimplyTEEWHY 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQBFYn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
178,178,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@EngrKlng @channelstv 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQkCWn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
179,179,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@danichi_tweet 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQBFYn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
180,180,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"@Fixlivez 🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQBFYn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike"
181,181,obinna_ezeike,,,215,447,25360,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
182,182,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"🚩Trouble for Atiku, Wike not Campaigning for Atiku. No Atiku's Pictures in PDP Flyers in Rivers State. Click &amp; watch👇 https://t.co/bWqVuQBFYn 

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa #Wike https://t.co/TTBDWVbwnV"
183,183,O_b_I_n_n_x,"Not your regular kinda guy☺||
Electrical/Electronics Engineer  || Dog lover 🐶||
#Culer ||
That guy on my header is the 🐐 || Business page @jeeps_palace","Lagos, Nigeria",4939,2225,37048,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
184,184,Joepraise13,"A Christian, fun lover, an achiever, a GIS based data analyst, an entrepreneur (co founder Goshenfield Farms/Lands), #GGMU. Keeping things real.",,2451,1176,100260,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
185,185,osc4christ,,,1717,1791,19507,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
186,186,IzirienAkhigbe,"鉱物探査会社・輸入・輸出（食品および関連品目）商社 食品および関連品目の輸入・輸出・コンサルタント 輸出入販売代理業務・販売代理店・サービスを提供・
JAPAN BRANDとしてナイジェリアに日本の食文化を広げる事業
展開、日本のカレーを輸入・販売また、日本企業のコンサルティングに従事",Japan,1196,1013,15882,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
187,187,king4luvannie,Jesus first.  Let's talk CONNECTED ECONOMY .Click the 'follow' button to know more #Teamchelsea #Team Acquirus.,"Lagos, Nigeria",1175,454,3679,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
188,188,kaybalalive,Arise O’ Compatriots 🇳🇬,,1299,735,25931,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
189,189,haaticool,#halfmanhalfamazing. #bloodychelseafcfan,State of Grace,2998,2724,70216,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
190,190,kaybalalive,Arise O’ Compatriots 🇳🇬,,1299,735,25931,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
191,191,riffythurf,"Ocean spirit 🌊, Feeding nation's",Deep Oceans 🌊,815,116,4389,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
192,192,odunay0,Everybody can’t be trusted//#Culer//KiNg//🎶(FC🦅)//OBIDIENT,"Lagos, Nigeria",16887,21133,39921,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
193,193,sobioemma,"NFTs, Crypto, Digital Books.

#Obidient - Peter Obi  Must Win!
#ObiDatti",Nigeria,576,330,14942,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
194,194,UsherRaymon1,"I'm a Professional Stacker Machine Operator👷|
I SUPPORT #OBIDATTI2023
Entertainer|
Chelsea FC💙| Peace Ambassador| Ask me Pi Network lawalabdulrahmon@gmail.com",Earth ,4291,2014,40388,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
195,195,WAZOBIA_NATION,"Evil Strives Where Good Men Keeps Quiet.

NIGERIAN.
Chartered Accountant.","Kano, Nigeria",567,285,27341,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
196,196,MikiChidi,Medical parasitologist & entomologist|| Music vocalist🎤|| Artist🎨|| Romantic|| Martial artist🥋|| Philanthropist|| Philomath📖|| Believer||reFINEd Gentleman.,,739,822,42995,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
197,197,nelsed0s,"✌️
Insurance Underwriter/Broker| Blockchain Enthusiast| Crypto Analyst",,5982,10711,24616,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
198,198,ObyOrjioby,,,1745,975,35760,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
199,199,Abel_freeze,"Song writer, musician, model, ETC",Agege,798,475,19659,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
200,200,Iam_Cojo,IG: cojoglam || Snapchat: Kingglam1 ||LightviLLe || MANutd,LightviLLe,1161,1364,88001,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
201,201,Caleb_Oluleye,Photographer|Web Developer| CNSS|Realtor | Digital MARKETING|Chelsea💙|Good 🎶,Nigeria,4772,2951,23967,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
202,202,Princem25933171,My integrity cannot be questioned. And hardwire is my second name.,,509,264,3588,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
203,203,tonyedwi,,,68,58,1200,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
204,204,tonyedwi,,,68,58,1200,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
205,205,onyekapray,Education Counsellor| Examinations Proctor|Business Manager| Administrator| Customer Services Manager| Pastor| Youth Advocate|,Nigeria,5005,1809,44998,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
206,206,ALDidy3,"Chemical Engineer| Entrepreneur|Investor| Real Estate Developer| Businessman|Good Governance Advocate|Energy,oil & gas|Creative| Easy Going|Kind hearted|CFC|",,4999,1997,57529,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
207,207,Oraclevic,A Believer | God's lover | Publisher/Graphic designer | Motivator,"Ibadan, Nigeria",394,81,1970,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
208,208,ZionAle08928901,"I don't do because others did,I do because I want to.","Rivers, Nigeria",480,216,13644,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
209,209,_RitaEmiowele,Jesus Christ all the way,,1233,539,2587,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
210,210,ALUCHO8,,Nigeria,693,456,19287,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
211,211,OkaforN81241394,,"Lagos, Nigeria",4999,2067,2168,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
212,212,VictorChukwueb8,"African, Igbo, Nigerian,Researcher. Medic,Football fan, Christian, An admirer of Fredrick Douglas (Slave Abolitionist) and Emeka Ojukwu (Biafran leader)","Austerfield, England",1034,1699,30590,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
213,213,HOdubunmi,"RN, Tech Enthusiast, Patriot",,716,503,9789,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
214,214,johnomofoma9,,,2662,381,1554,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
215,215,ANIGATE_NG,,Nigeria ,2874,785,30511,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
216,216,Mersiaice1,"No matter how many times you break me,I will never hate you.",Nigeria,192,26,301,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
217,217,Agradecido_,,,1727,328,1001,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
218,218,HIGHSTAR27,Me lord Guide my steps and protect me from my enemies. I want a good life for us all. show love. Better Nigeria 🇳🇬 Peter OBI💐❤💯 Davido 🐐💥,Worldwide. ,1146,2325,45254,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
219,219,ALUCHO8,,Nigeria,693,456,19287,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
220,220,john_mahame,God is the greatest,Ghana,199,64,32,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
221,221,john_mahame,God is the greatest,Ghana,199,64,32,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
222,222,AgwuNwogo1,"husband,father n psychiatrist",,5002,2022,4911,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
223,223,donbee___NFT,"Project manager, tech bro",,1945,1010,5345,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
224,224,Heavy0Makain,"aspiring developer||LOVER OF GOD,women and men",,1951,743,11953,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
225,225,DoraOladeji,,,21,31,977,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
226,226,sirchrisnenye,"Medical Doctor,https://t.co/fBrbtiPAL1, MBBS (Nig)
MNIM,MWACP,MRCP(UK)",NIGERIA AND ISLINGTON  LONDON,1417,895,2920,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
227,227,OlaJoel20,"Let's liberate Nigeria because......
(if the wise refuse to rule, the stupid one will make laws for him to obey)",,386,216,22405,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
228,228,aedyung,music alive,Andromeda ,1262,1198,8531,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
229,229,Esemuede3,https://t.co/l9nDYKYB4b,,169,43,603,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
230,230,Rsignet,,,4430,3124,31275,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
231,231,OlaJoel20,"Let's liberate Nigeria because......
(if the wise refuse to rule, the stupid one will make laws for him to obey)",,386,216,22405,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
232,232,BlondeSteven,"Red army...
Once a Red always a Red
Old Trafford a place where dreams come true @MUFC fan",,268,94,11756,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
233,233,Ofo_na_Ogu,No peace without Justice | Architect | Liberal | Social Commentator | Political Reform Activist | Peter Obi 2023 | $BTC | IFB,Freedom Way,2043,799,10340,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
234,234,waveemessiah,"Not your regular Messiah♀️                                 

soundgod🎙️",,395,448,11763,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
